frequency_Hz,minimum_normalized_return_margin,minimizing_tau,determinant_magnitude_at_minimum
0.001,0.13573456824862,1,6.81471374890356
0.00100809567353382,0.135734607050574,1,6.8147158266177
0.0010162568869976,0.135734646483312,1,6.81471793810836
0.00102448417098122,0.135734686557088,1,6.81472008392459
0.00103277806037004,0.135734727282323,1,6.81472226462441
0.00104113909437969,0.135734768669608,1,6.81472448077484
0.00104956781659108,0.135734810729703,1,6.81472673295225
0.0010580647749858,0.135734853473548,1,6.81472902174228
0.00106663052198171,0.135734896912257,1,6.81473134774007
0.00107526561446888,0.135734941057124,1,6.81473371155056
0.00108397061384575,0.135734985919631,1,6.81473611378836
0.0010927460860557,0.135735031511443,1,6.81473855507815
0.00110159260162376,0.135735077844415,1,6.81474103605483
0.00111051073569377,0.135735124930596,1,6.81474355736347
0.00111950106806574,0.13573517278223,1,6.81474611965979
0.00112856418323356,0.13573522141176,1,6.81474872361005
0.00113770067042298,0.135735270831831,1,6.81475136989139
0.00114691112362992,0.135735321055295,1,6.81475405919194
0.00115619614165913,0.135735372095211,1,6.81475679221102
0.00116555632816306,0.135735423964851,1,6.81475956965934
0.00117499229168114,0.135735476677704,1,6.81476239225911
0.00118450464567934,0.135735530247477,1,6.81476526074436
0.00119409400859005,0.135735584688099,1,6.81476817586096
0.00120376100385228,0.135735640013727,1,6.81477113836696
0.0012135062599522,0.135735696238746,1,6.81477414903274
0.00122333041046402,0.135735753377778,1,6.81477720864119
0.00123323409409112,0.135735811445682,1,6.81478031798787
0.00124321795470765,0.135735870457555,1,6.81478347788138
0.00125328264140034,0.135735930428743,1,6.81478668914338
0.00126342880851072,0.135735991374841,1,6.81478995260888
0.00127365711567764,0.135736053311696,1,6.81479326912654
0.00128396822788018,0.135736116255414,1,6.81479663955874
0.00129436281548089,0.135736180222361,1,6.81480006478192
0.00130484155426934,0.135736245229172,1,6.81480354568676
0.00131540512550606,0.135736311292749,1,6.8148070831784
0.00132605421596686,0.135736378430271,1,6.81481067817673
0.00133678951798747,0.135736446659196,1,6.81481433161652
0.00134761172950852,0.135736515997265,1,6.8148180444478
0.00135852155412096,0.135736586462508,1,6.81482181763603
0.00136951970111177,0.135736658073247,1,6.81482565216236
0.0013806068855101,0.135736730848104,1,6.81482954902387
0.00139178382813373,0.135736804806,1,6.81483350923388
0.00140305125563594,0.135736879966168,1,6.81483753382215
0.00141440990055278,0.135736956348151,1,6.81484162383519
0.00142586050135065,0.135737033971809,1,6.81484578033654
0.00143740380247435,0.135737112857328,1,6.81485000440697
0.00144904055439544,0.135737193025218,1,6.81485429714487
0.00146077151366109,0.135737274496324,1,6.81485865966648
0.00147259744294318,0.135737357291832,1,6.81486309310618
0.00148451911108798,0.13573744143327,1,6.81486759861674
0.00149653729316606,0.135737526942515,1,6.81487217736978
0.00150865277052271,0.135737613841802,1,6.81487683055585
0.00152086633082875,0.135737702153727,1,6.81488155938486
0.00153317876813171,0.135737791901253,1,6.81488636508646
0.00154559088290748,0.135737883107714,1,6.81489124891024
0.00155810348211234,0.135737975796826,1,6.8148962121261
0.00157071737923542,0.13573806999269,1,6.81490125602462
0.0015834333943516,0.135738165719799,1,6.81490638191723
0.00159625235417481,0.135738263003041,1,6.81491159113688
0.00160917509211179,0.135738361867713,1,6.81491688503803
0.00162220244831628,0.13573846233952,1,6.8149222649972
0.0016353352697436,0.135738564444586,1,6.81492773241328
0.00164857441020578,0.135738668209461,1,6.81493328870789
0.00166192073042701,0.135738773661123,1,6.81493893532579
0.00167537509809962,0.135738880826991,1,6.81494467373519
0.00168893838794052,0.13573898973493,1,6.81495050542814
0.00170261148174801,0.135739100413255,1,6.81495643192106
0.00171639526845917,0.135739212890745,1,6.81496245475485
0.0017302906442076,0.135739327196644,1,6.81496857549555
0.00174429851238172,0.135739443360672,1,6.81497479573466
0.00175841978368348,0.135739561413032,1,6.81498111708952
0.00177265537618758,0.135739681384419,1,6.81498754120377
0.00178700621540116,0.135739803306026,1,6.81499406974767
0.00180147323432395,0.135739927209552,1,6.81500070441883
0.00181605737350894,0.135740053127212,1,6.81500744694226
0.00183075958112354,0.135740181091745,1,6.81501429907112
0.00184558081301122,0.13574031113642,1,6.81502126258703
0.00186052203275363,0.135740443295052,1,6.81502833930049
